Floor,Date,Number of rooms,Apartment number,m2,Price,Remuneration,Fact of sale,Address
3,2023-11-15,1,9,32.07,4 410 000,1 832 694,Yes,Berdyanskaya
3,2023-10-02,1,10,35.31,4 578 800,1 937 965,Yes,Berdyanskaya
3,2023-11-01,2,11,64.47,7 296 800,2 115 668,Yes,Berdyanskaya
4,,2,12,64.18,8 220 000,2 959 743,No,Berdyanskaya
4,2024-06-01,1,13,32.35,4 470 000,2 050 544,Yes,Berdyanskaya
4,2024-03-20,1,14,35.31,5 361 702,2 467 659,Yes,Berdyanskaya
4,2023-11-20,2,15,65.08,7 720 000,2 489 846,Yes,Berdyanskaya
1,,2,16,56.28,6 890 000,2 277 235,No,Berdyanskaya
1,2024-06-01,1,17,40.86,5 577 847,2 228 921,Yes,Berdyanskaya
1,2024-06-01,1,18,46.12,5 720 000,1 939 959,Yes,Berdyanskaya
1,2024-05-01,3,19,83.92,9 978 787,3 100 620,Yes,Berdyanskaya
1,2024-06-01,2,20,67.12,8 170 000,2 668 778,Yes,Berdyanskaya
1,,2,21,53.28,6 630 000,2 263 118,No,Berdyanskaya
2,2024-06-01,2,22,63.07,7 290 000,2 221 379,Yes,Berdyanskaya
2,2024-05-01,1,23,40.86,5 450 000,2 101 074,Yes,Berdyanskaya
2,2024-03-04,1,24,46.12,5 860 000,2 079 959,Yes,Berdyanskaya
2,,3,25,83.92,9 750 000,2 871 833,No,Berdyanskaya
2,2024-06-01,2,26,67.12,7 820 000,2 425 901,Yes,Berdyanskaya
2,2024-06-07,2,27,53.28,6 730 000,2 363 118,Yes,Berdyanskaya
3,2024-06-11,2,28,63.07,7 780 000,2 610 720,Yes,Berdyanskaya
3,,1,29,40.86,5 540 000,2 191 074,No,Berdyanskaya
3,2024-05-01,1,30,46.12,5 740 000,1 959 959,Yes,Berdyanskaya
3,,3,31,83.92,9 940 000,3 061 833,No,Berdyanskaya
3,2024-06-01,2,32,67.12,7 586 800,2 566 895,Yes,Berdyanskaya
3,,2,33,53.28,6 830 000,2 463 118,No,Berdyanskaya
4,2024-06-13,2,34,63.35,8 350 233,3 158 004,Yes,Berdyanskaya
4,2024-06-01,1,35,40.86,5 186 800,2 130 881,Yes,Berdyanskaya
4,2024-06-01,1,36,46.4,5 800 000,2 071 064,Yes,Berdyanskaya
4,2024-06-01,3,37,85.9,10 240 000,3 199 550,Yes,Berdyanskaya
4,2024-06-01,2,38,67.12,7 730 000,2 710 095,Yes,Berdyanskaya
4,,2,39,53.67,7 090 000,2 691 153,No,Berdyanskaya
1,,2,40,70.45,8 220 000,2 445 848,No,Berdyanskaya
1,2023-09-01,2,41,62.74,7 026 800,2 334 475,Yes,Berdyanskaya
1,,3,42,82.94,9 710 000,2 912 155,No,Berdyanskaya
2,,2,43,75.24,8 630 000,2 463 254,No,Berdyanskaya
2,2024-05-15,2,44,62.74,7 890 000,2 747 767,Yes,Berdyanskaya
2,2024-03-14,3,45,82.94,9 930 000,3 132 155,Yes,Berdyanskaya
3,2024-05-01,2,46,75.24,8 740 000,2 573 254,Yes,Berdyanskaya
3,,2,47,62.74,8 000 000,2 857 767,No,Berdyanskaya
3,2024-06-01,3,48,82.94,10 060 000,3 262 155,Yes,Berdyanskaya
4,2024-06-01,2,49,75.24,9 030 000,2 863 254,Yes,Berdyanskaya
4,2024-06-01,2,50,63.13,7 280 000,2 206 558,Yes,Berdyanskaya
4,,3,51,83.24,10 360 000,3 537 566,No,Berdyanskaya
1,,2,52,61.81,7 780 000,2 713 991,No,Berdyanskaya
1,,2,53,59.9,7 580 000,2 670 536,No,Berdyanskaya
1,2024-06-01,1,54,43.52,5 260 000,2 005 139,Yes,Berdyanskaya
1,2024-06-01,2,55,76.2,7 860 000,2 175 404,Yes,Berdyanskaya
2,,2,56,61.81,7 490 000,2 423 991,No,Berdyanskaya
2,2023-12-01,2,57,60.79,6 780 000,1 797 591,Yes,Berdyanskaya
2,2024-02-01,1,58,43.52,5 760 000,2 193 057,Yes,Berdyanskaya
2,,1,59,40.44,5 460 000,2 145 497,No,Berdyanskaya
2,2023-11-01,1,60,49.61,5 270 000,1 283 092,Yes,Berdyanskaya
2,2024-06-01,1,61,61.16,6 798 800,1 786 065,Yes,Berdyanskaya
2,2024-06-01,1,62,38.43,5 200 000,2 050 239,Yes,Berdyanskaya
3,,2,63,61.81,7 650 000,2 583 991,No,Berdyanskaya
3,2024-06-01,2,64,60.79,6 980 000,2 094 612,Yes,Berdyanskaya
3,2024-05-01,1,65,43.52,5 200 000,1 633 057,Yes,Berdyanskaya
3,,1,66,40.44,5 550 000,2 235 497,No,Berdyanskaya
3,2024-04-01,1,67,49.61,6 160 000,2 093 915,Yes,Berdyanskaya
3,2024-06-01,1,68,58.58,6 270 000,1 888 802,Yes,Berdyanskaya
3,2023-12-01,1,69,38.43,5 160 000,2 010 239,Yes,Berdyanskaya
4,,2,70,61.81,7 940 000,2 873 991,No,Berdyanskaya
4,,2,71,61.18,8 200 000,3 185 626,No,Berdyanskaya
4,,1,72,43.91,6 100 000,2 501 092,No,Berdyanskaya
4,,1,73,40.44,5 810 000,2 495 497,No,Berdyanskaya
4,2024-02-14,1,74,50,6 480 000,2 381 950,Yes,Berdyanskaya
4,2024-02-01,1,75,58.58,7 090 000,2 288 725,Yes,Berdyanskaya
4,,1,76,38.43,5 510 000,2 360 239,No,Berdyanskaya
1,,2,77,53.05,6 750 000,2 038 576,No,Berdyanskaya
1,,1,78,34.11,4 630 000,1 600 657,No,Berdyanskaya
1,,1,79,45.39,5 690 000,1 658 869,No,Berdyanskaya
1,,2,80,76.9,8 780 000,1 950 434,No,Berdyanskaya
1,,1,81,40.28,5 350 000,1 772 693,No,Berdyanskaya
2,2023-12-01,2,82,59.26,7 090 000,2 352 104,Yes,Berdyanskaya
2,,1,83,36.03,5 050 000,1 850 140,No,Berdyanskaya
2,,1,84,45.39,5 770 000,1 738 869,No,Berdyanskaya
2,,2,85,76.9,8 890 000,2 060 434,No,Berdyanskaya
2,2023-08-23,1,86,40.28,5 136 800,2 107 301,Yes,Berdyanskaya
3,,2,87,59.26,7 560 000,2 297 060,No,Berdyanskaya
3,,1,88,36.03,5 130 000,1 930 140,No,Berdyanskaya
3,,1,89,45.39,5 860 000,1 828 869,No,Berdyanskaya
3,2023-10-10,2,90,76.9,8 180 000,2 396 274,Yes,Berdyanskaya
3,,1,91,40.28,5 570 000,1 992 693,No,Berdyanskaya
4,2023-12-14,2,92,59.64,7 770 000,3 010 788,Yes,Berdyanskaya
4,2023-09-01,1,93,36.42,4 830 000,2 090 815,Yes,Berdyanskaya
4,,1,94,45.39,6 120 000,2 088 869,No,Berdyanskaya
4,2024-06-01,2,95,77.29,8 070 000,2 256 942,Yes,Berdyanskaya
4,2024-05-15,1,96,40.66,5 790 000,2 178 945,Yes,Berdyanskaya
1,,2,97,60.89,7 440 000,2 032 298,No,Berdyanskaya
1,,3,98,75.46,8 970 000,2 268 322,No,Berdyanskaya
1,,1,99,46.81,5 790 000,1 632 757,No,Berdyanskaya
1,,2,100,67.49,8 020 000,2 026 146,No,Berdyanskaya
2,2024-03-13,2,101,61.31,7 600 000,2 367 621,Yes,Berdyanskaya
2,,1,102,49.99,5 930 000,1 490 338,No,Berdyanskaya
2,2023-10-16,2,103,61.81,6 970 000,2 321 208,Yes,Berdyanskaya
2,2024-06-12,1,104,46.81,5 880 000,1 722 757,Yes,Berdyanskaya
2,2023-08-23,2,105,73.86,7 788 800,2 233 716,Yes,Berdyanskaya
3,2024-05-01,2,106,61.31,7 630 000,2 184 998,Yes,Berdyanskaya
3,2024-06-04,1,107,49.99,5 430 000,990 338,Yes,Berdyanskaya
3,,2,108,61.81,7 720 000,2 230 592,No,Berdyanskaya
3,2024-05-01,1,109,46.81,6 231 064,2 073 821,Yes,Berdyanskaya
3,2023-10-24,2,110,73.86,7 928 800,2 373 716,Yes,Berdyanskaya
4,2024-06-01,2,111,61.31,8 010 000,2 564 998,Yes,Berdyanskaya
4,2024-06-18,1,112,49.99,6 390 000,1 950 338,Yes,Berdyanskaya
4,,2,113,61.81,8 040 000,2 550 592,No,Berdyanskaya
4,,1,114,47.2,6 260 000,2 068 121,No,Berdyanskaya
4,2024-06-21,2,115,74.69,9 130 000,2 496 706,Yes,Berdyanskaya
1,,2,116,70.85,8 300 000,2 007 741,No,Berdyanskaya
1,,1,117,44.53,5 590 000,1 635 246,No,Berdyanskaya
1,,1,118,37.87,5 100 000,1 736 727,No,Berdyanskaya
1,,2,119,65.56,7 850 000,2 027 551,No,Berdyanskaya
2,2024-06-10,2,120,76.02,8 750 000,1 998 588,Yes,Berdyanskaya
2,2024-05-01,1,121,44.53,5 939 064,1 984 310,Yes,Berdyanskaya
2,2024-02-01,1,122,37.87,5 230 000,1 998 061,Yes,Berdyanskaya
2,2023-12-16,2,123,65.56,7 686 800,2 455 178,Yes,Berdyanskaya
3,2024-05-16,2,124,76.02,8 850 000,2 098 588,Yes,Berdyanskaya
3,2023-11-30,1,125,44.53,5 640 000,2 086 551,Yes,Berdyanskaya
3,2024-02-01,1,126,37.87,5 310 000,2 078 061,Yes,Berdyanskaya
3,,2,127,65.56,8 060 000,2 237 551,No,Berdyanskaya
4,2024-06-01,2,128,76.02,7 888 000,1 136 588,Yes,Berdyanskaya
4,,1,129,44.53,6 070 000,2 115 246,No,Berdyanskaya
4,,1,130,37.87,5 510 000,2 146 727,No,Berdyanskaya
4,,2,131,66.48,8 440 000,2 535 845,No,Berdyanskaya
1,,3,132,88.93,10 340 000,2 442 038,No,Berdyanskaya
1,,1,133,42.66,5 450 000,1 661 323,No,Berdyanskaya
1,,2,134,66.96,7 950 000,2 003 215,No,Berdyanskaya
2,2024-05-14,3,135,94.55,10 722 500,2 325 420,Yes,Berdyanskaya
2,,2,136,58.21,7 170 000,2 000 312,No,Berdyanskaya
2,,2,137,65.28,7 880 000,2 082 418,No,Berdyanskaya
3,2024-01-01,3,138,94.55,10 860 000,3 315 005,Yes,Berdyanskaya
3,2024-06-01,2,139,58.21,7 615 132,2 445 444,Yes,Berdyanskaya
3,,2,140,65.28,8 040 000,2 242 418,No,Berdyanskaya
4,2023-09-01,3,141,94.55,10 186 800,3 075 600,Yes,Berdyanskaya
4,2024-05-01,2,142,58.21,7 540 000,2 572 184,Yes,Berdyanskaya
4,,2,143,66.2,8 420 000,2 540 712,No,Berdyanskaya
