Floor,Date,Number of rooms,Apartment number,m2,Price,Remuneration,Fact of sale,Address
8,,1,227,52.99,5 550 000,1 807 369,No,Batalnaya
8,,2,228,64.25,7 130 000,2 592 087,No,Batalnaya
9,,2,229,55.91,6 200 000,2 251 133,No,Batalnaya
9,,1,230,38.35,4 470 000,1 761 378,No,Batalnaya
9,,1,231,40.87,4 650 000,1 763 393,No,Batalnaya
9,,2,232,56.81,6 410 000,2 397 567,No,Batalnaya
9,,1,233,52.99,5 500 000,1 757 369,No,Batalnaya
9,,2,234,64.25,7 080 000,2 542 087,No,Batalnaya
2,,2,235,69.15,7 260 000,2 376 005,No,Batalnaya
2,,1,236,42.66,4 720 000,1 706 967,No,Batalnaya
2,,1,237,42.78,4 730 000,1 708 491,No,Batalnaya
2,,1,238,65,7 060 000,2 469 115,No,Batalnaya
3,,2,239,67.57,7 210 000,2 437 598,No,Batalnaya
3,,2,240,38.29,4 450 000,1 745 616,No,Batalnaya
3,,1,241,38.43,4 460 000,1 745 728,No,Batalnaya
3,,1,242,63.41,7 010 000,2 531 415,No,Batalnaya
4,,1,243,67.57,7 210 000,2 437 598,No,Batalnaya
4,,2,244,38.35,4 450 000,1 741 378,No,Batalnaya
4,,2,245,38.49,4 460 000,1 741 490,No,Batalnaya
4,,1,246,63.41,7 010 000,2 531 415,No,Batalnaya
5,,1,247,67.57,7 290 000,2 517 598,No,Batalnaya
5,,1,248,38.35,4 530 000,1 821 378,No,Batalnaya
5,,2,249,38.49,4 540 000,1 821 490,No,Batalnaya
5,,2,250,63.41,7 090 000,2 611 415,No,Batalnaya
6,,1,251,67.42,7 280 000,2 518 193,No,Batalnaya
6,,1,252,38.35,4 530 000,1 821 378,No,Batalnaya
6,,1,253,38.49,4 540 000,1 821 490,No,Batalnaya
6,,2,254,63.26,7 080 000,2 612 009,No,Batalnaya
7,,2,255,67.42,7 320 000,2 558 193,No,Batalnaya
7,,1,256,38.35,4 560 000,1 851 378,No,Batalnaya
7,,1,257,38.49,4 570 000,1 851 490,No,Batalnaya
7,,1,258,63.26,7 120 000,2 652 009,No,Batalnaya
8,,2,259,67.77,7 330 000,2 543 473,No,Batalnaya
8,,2,260,38.7,4 580 000,1 846 658,No,Batalnaya
8,,1,261,38.84,4 590 000,1 846 770,No,Batalnaya
8,,1,262,63.61,7 140 000,2 647 289,No,Batalnaya
9,,1,263,67.77,7 280 000,2 493 473,No,Batalnaya
9,,2,264,38.7,4 540 000,1 806 658,No,Batalnaya
9,,2,265,38.84,4 550 000,1 806 770,No,Batalnaya
9,,1,266,63.61,7 090 000,2 597 289,No,Batalnaya
2,,2,267,61.97,6 300 000,1 923 121,No,Batalnaya
2,,1,268,44.26,4 790 000,1 663 960,No,Batalnaya
2,,1,269,40.84,4 450 000,1 565 512,No,Batalnaya
2,,2,270,67.33,7 266 800,2 511 349,Yes,Batalnaya
2,,1,271,64.77,6 880 000,2 305 360,No,Batalnaya
3,,2,272,60.56,6 250 000,1 972 708,No,Batalnaya
3,,2,273,39.81,4 530 000,1 718 260,No,Batalnaya
3,,1,274,36.51,4 220 000,1 641 335,No,Batalnaya
3,,1,275,64.67,7 150 000,2 582 423,No,Batalnaya
3,,2,276,64.83,6 900 000,2 321 122,No,Batalnaya
4,,1,277,60.56,6 250 000,1 972 708,No,Batalnaya
4,,2,278,39.87,4 530 000,1 714 022,No,Batalnaya
4,,2,279,36.57,4 230 000,1 647 097,No,Batalnaya
4,,1,280,64.67,7 150 000,2 582 423,No,Batalnaya
4,,1,281,64.83,6 900 000,2 321 122,No,Batalnaya
5,,2,282,60.56,6 330 000,2 052 708,No,Batalnaya
5,,1,283,39.87,4 600 000,1 784 022,No,Batalnaya
5,,2,284,36.57,4 290 000,1 707 097,No,Batalnaya
5,,2,285,64.67,7 240 000,2 672 423,No,Batalnaya
5,,1,286,64.83,6 980 000,2 401 122,No,Batalnaya
6,,1,287,58.57,6 330 000,2 193 259,No,Batalnaya
6,,2,288,39.87,4 600 000,1 784 022,No,Batalnaya
6,,1,289,36.57,4 290 000,1 707 097,No,Batalnaya
6,,2,290,64.56,7 230 000,2 670 192,No,Batalnaya
6,,2,291,64.83,6 980 000,2 401 122,No,Batalnaya
7,,1,292,58.62,6 360 000,2 219 728,No,Batalnaya
7,,1,293,39.87,4 620 000,1 804 022,No,Batalnaya
7,,2,294,36.52,4 310 000,1 730 629,No,Batalnaya
7,,1,295,64.56,7 260 000,2 700 192,No,Batalnaya
7,,2,296,64.83,7 020 000,2 441 122,No,Batalnaya
8,,2,297,58.97,6 380 000,2 215 008,No,Batalnaya
8,,1,298,40.22,4 640 000,1 799 302,No,Batalnaya
8,,1,299,36.87,4 330 000,1 725 909,No,Batalnaya
8,,2,300,65.19,7 290 000,2 685 695,No,Batalnaya
8,,1,301,64.83,7 020 000,2 441 122,No,Batalnaya
9,,2,302,58.97,6 340 000,2 175 008,No,Batalnaya
9,,2,303,40.22,4 610 000,1 769 302,No,Batalnaya
9,,1,304,36.87,4 300 000,1 695 909,No,Batalnaya
9,,1,305,65.19,7 250 000,2 645 695,No,Batalnaya
9,,2,306,64.83,6 970 000,2 391 122,No,Batalnaya
1,,2,307,63.35,6 800 000,2 325 653,No,Batalnaya
1,,1,308,39.22,4 360 000,1 589 931,No,Batalnaya
1,,1,309,39.36,4 370 000,1 590 043,No,Batalnaya
1,,2,310,63.64,6 810 000,2 315 170,No,Batalnaya
2,,2,311,67.91,7 210 000,2 413 585,No,Batalnaya
2,,1,312,39.22,4 500 000,1 729 931,No,Batalnaya
2,,1,313,39.36,4 510 000,1 730 043,No,Batalnaya
2,,2,314,63.64,7 000 000,2 505 170,No,Batalnaya
3,,2,315,67.91,7 230 000,2 433 585,No,Batalnaya
3,,1,316,39.22,4 520 000,1 749 931,No,Batalnaya
3,,1,317,39.36,4 530 000,1 750 043,No,Batalnaya
3,,2,318,63.64,7 020 000,2 525 170,No,Batalnaya
4,,2,319,67.91,7 230 000,2 433 585,No,Batalnaya
4,,1,320,39.22,4 520 000,1 749 931,No,Batalnaya
4,,1,321,39.36,4 530 000,1 750 043,No,Batalnaya
4,,2,322,63.64,7 020 000,2 525 170,No,Batalnaya
5,,2,323,67.91,7 310 000,2 513 585,No,Batalnaya
5,,1,324,39.22,4 590 000,1 819 931,No,Batalnaya
5,,1,325,39.36,4 600 000,1 820 043,No,Batalnaya
5,,2,326,63.64,7 100 000,2 605 170,No,Batalnaya
6,,2,327,67.81,7 310 000,2 520 648,No,Batalnaya
6,,1,328,39.22,4 590 000,1 819 931,No,Batalnaya
6,,1,329,39.36,4 600 000,1 820 043,No,Batalnaya
6,,2,330,63.54,7 100 000,2 612 233,No,Batalnaya
7,,2,331,67.72,7 330 000,2 547 004,No,Batalnaya
7,,1,332,39.15,4 610 000,1 844 875,No,Batalnaya
7,,1,333,39.29,4 620 000,1 844 987,No,Batalnaya
7,,2,334,63.45,7 130 000,2 648 590,No,Batalnaya
8,,2,335,67.72,7 330 000,2 547 004,No,Batalnaya
8,,1,336,39.15,4 610 000,1 844 875,No,Batalnaya
8,,1,337,39.29,4 620 000,1 844 987,No,Batalnaya
8,,2,338,63.45,7 130 000,2 648 590,No,Batalnaya
9,,2,339,67.72,7 290 000,2 507 004,No,Batalnaya
9,,1,340,39.15,4 580 000,1 814 875,No,Batalnaya
9,,1,341,39.29,4 590 000,1 814 987,No,Batalnaya
9,,2,342,63.45,7 080 000,2 598 590,No,Batalnaya
1,,2,343,63.35,6 800 000,2 325 653,No,Batalnaya
1,,1,344,39.22,4 360 000,1 589 931,No,Batalnaya
1,,1,345,37.98,4 180 000,1 497 511,No,Batalnaya
1,,3,346,69.11,7 650 000,2 768 830,No,Batalnaya
2,,2,347,67.91,7 210 000,2 413 585,No,Batalnaya
2,,1,348,39.22,4 500 000,1 729 931,No,Batalnaya
2,,1,349,37.98,4 320 000,1 637 511,No,Batalnaya
2,,3,350,70.13,7 880 000,2 926 788,No,Batalnaya
3,,2,351,67.91,7 230 000,2 433 585,No,Batalnaya
3,,1,352,39.22,4 520 000,1 749 931,No,Batalnaya
3,,1,353,37.98,4 330 000,1 647 511,No,Batalnaya
3,,3,354,70.13,7 900 000,2 946 788,No,Batalnaya
4,,2,355,67.91,7 230 000,2 433 585,No,Batalnaya
4,,1,356,39.22,4 520 000,1 749 931,No,Batalnaya
4,,1,357,37.98,4 330 000,1 647 511,No,Batalnaya
4,,3,358,70.13,7 900 000,2 946 788,No,Batalnaya
5,,2,359,67.91,7 310 000,2 513 585,No,Batalnaya
5,,1,360,39.22,4 590 000,1 819 931,No,Batalnaya
5,,1,361,37.98,4 410 000,1 727 511,No,Batalnaya
5,,3,362,70.13,7 990 000,3 036 788,No,Batalnaya
6,,2,363,67.75,7 300 000,2 514 885,No,Batalnaya
6,,1,364,39.22,4 590 000,1 819 931,No,Batalnaya
6,,1,365,37.98,4 410 000,1 727 511,No,Batalnaya
6,,3,366,70.13,7 990 000,3 036 788,No,Batalnaya
7,,2,367,67.66,7 330 000,2 551 242,No,Batalnaya
7,,1,368,39.13,4 610 000,1 846 287,No,Batalnaya
7,,1,369,37.9,4 430 000,1 753 161,No,Batalnaya
7,,3,370,70.04,8 020 000,3 073 145,No,Batalnaya
8,,2,371,67.66,7 330 000,2 551 242,No,Batalnaya
8,,1,372,39.13,4 610 000,1 846 287,No,Batalnaya
8,,1,373,37.9,4 430 000,1 753 161,No,Batalnaya
8,,3,374,70.04,8 020 000,3 073 145,No,Batalnaya
9,,2,375,67.66,7 290 000,2 511 242,No,Batalnaya
9,,1,376,39.13,4 580 000,1 816 287,No,Batalnaya
9,,1,377,37.9,4 400 000,1 723 161,No,Batalnaya
9,,3,378,70.04,7 970 000,3 023 145,No,Batalnaya
